dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
lymphography_normal_fibrosis,23.67,stable,2.4721284369531627e-10,1.0768826640400051e-05,0.000207599221818,0.0002183680484584,1.0000000000000009,0.001,1.0,0.9333333333333336,2.2316322462394835e-16,0.9333333333333332,0.9557142857142858,0.034845123658183,0.9285714285714286,1.486168383717304,0.0750059622709591,148.6168383717304,1.0000000000000002,0.7,1.0
lymphography_normal_fibrosis,23.67,balanced,8.07785302570835e-06,8.421961766197757e-06,0.0633917923807041,0.0634002143424703,1.0000000000000009,0.001,1.0,0.9333333333333336,2.2316322462394835e-16,0.9333333333333332,0.9657142857142856,0.0358654808263341,0.9285714285714286,3.0349507611931767,0.1545391006334696,303.4950761193177,1.0000000000000002,0.7,1.0
flare_F,23.79,standard,0.0008895587434497,0.2252184105149086,1.317386047640722,1.5426044581556306,37.73050456678184,0.1,0.27,0.9615887850467288,0.0034880343894386,0.9439252336448598,0.9294174757281553,0.0172412433868879,0.8762135922330098,0.0813017737923655,0.0224491160374052,8.130177379236557,,,
flare_F,23.79,stable,0.0008538693168876,0.1146113123245046,0.6225922468352023,0.737203559159707,59.11408460013417,100.0,0.64,0.9617757009345792,0.0029983734043347,0.9439252336448598,0.9284223300970872,0.0167468621623459,0.8665048543689321,3.99659623207408,0.5356344464576425,399.659623207408,1.1015366743304351,0.7,0.37
flare_F,23.79,balanced,0.0005582609023198,0.1038138145908287,0.5537759779090603,0.657589792499889,66.0323712912598,100.0,0.69,0.962523364485981,0.0009345794392523,0.9532710280373832,0.9410436893203884,0.0126016122935188,0.9029126213592232,8.206270166187315,0.9452020938589702,820.6270166187314,1.104064819501265,0.7,0.31
car_good,24.04,standard,0.0006343431291922,0.2838697703577936,2.737355798540285,3.0212255688980787,7.004346958039561,1.0,0.56,0.9523699421965318,0.005699202742097,0.9421965317919077,0.9670395869191052,0.0062268281353505,0.9526678141135974,0.066581635432085,0.0221777284467163,6.658163543208502,,,
car_good,24.04,stable,0.0001233269145323,0.02806484046494,0.0505579259759555,0.0786227664408956,1.0,100.0,1.0,0.9595375722543352,1.1158161231197418e-16,0.9595375722543352,0.9648881239242684,0.007298208584869,0.9432013769363168,3.8080054011545146,0.3506725933786274,380.8005401154514,1.0475028371646682,0.7,0.87
car_good,24.04,balanced,0.0005434691581092,0.112450447961318,0.5976923577910431,0.7101428057523612,11.70495780222324,100.0,0.75,0.9595375722543352,1.1158161231197418e-16,0.9595375722543352,0.9667814113597244,0.0064132569785403,0.9483648881239244,9.014972367082954,0.9555904529709623,901.4972367082956,1.095488671967935,0.7,0.64
polish_bankruptcy_2year,24.43,standard,0.0004972693978553,1.7103922554501312,0.213643370459349,1.92403562590948,3.25439859082561,100.0,0.85,0.9575049115913556,0.0009114993120757,0.9557956777996072,0.7119179447852761,0.0120900070411032,0.670935582822086,1.275907602487132,0.2307454311239181,127.5907602487132,,,
polish_bankruptcy_2year,24.43,stable,2.2672396155154463e-05,0.0059734707002242,0.0965978647513539,0.1025713354515781,77.49206654770406,0.01,0.28,0.960707269155206,2.2316322462394835e-16,0.9607072691552064,0.6746048057259715,0.0276563046203779,0.5799335378323108,67.02447929369751,8.953592719575473,6702.447929369751,1.0964394821390926,0.7,0.34
polish_bankruptcy_2year,24.43,balanced,1.1389534660956801e-07,0.0031314737359606,0.0067134712676879,0.0098449450036486,4.086397749637094,100.0,0.77,0.960707269155206,2.2316322462394835e-16,0.9607072691552064,0.6886482617586914,0.0209381959852323,0.6127044989775051,130.27409237421116,16.91256988842665,13027.409237421118,1.0878026786751578,0.8,0.25
polish_bankruptcy_1year,24.93,standard,0.0008722164880805,1.8556497465217072,0.6190412196612434,2.4746909661829504,4.463839381569839,100.0,0.96,0.9627027027027028,0.0015865797896158,0.9587482219061166,0.7355914420337498,0.0250508269631017,0.6827744904667982,0.9898899849911686,0.1922064186224316,98.98899849911686,,,
polish_bankruptcy_1year,24.93,stable,0.0005745639588621,0.0163609701129137,0.0726726220811778,0.0890335921940915,32.48666809386571,100.0,0.7,0.9620768136557608,0.0007624157751446,0.9601706970128022,0.7467680254218715,0.0179420829963764,0.7005807582730659,41.04303325041081,5.35545468405431,4104.303325041081,1.0718895792213856,0.7,0.78
polish_bankruptcy_1year,24.93,balanced,0.0003305154955084,0.0050417488239688,0.0673093713689511,0.0723511201929199,28.91656068671615,100.0,0.6,0.9615647226173544,0.0007284159078111,0.9601706970128022,0.7605062458908611,0.0340651367821885,0.6518737672583826,89.46677344330354,10.929471123165929,8946.677344330354,1.068735831995992,0.7,0.5
kr_vs_k_one_vs_fifteen,27.77,standard,0.005513231173843,0.2706872951262599,2.393460729009721,2.664148024135981,22.58304914113097,1.0,0.51,0.9849777777777774,0.0147308055786719,0.9644444444444444,0.9981624423963134,0.0026437861626033,0.9930875576036866,0.0668339791148901,0.0233438626636385,6.68339791148901,,,
kr_vs_k_one_vs_fifteen,27.77,stable,0.0045728610209003,0.1330652685242848,1.3923478148901138,1.5254130834143986,227.64509358391103,100.0,0.66,0.9844888888888887,0.01452229731625,0.9644444444444444,0.9970910138248849,0.0035361506238129,0.98963133640553,5.9766112208331466,1.51632944558187,597.6611220833147,1.0000000000000002,0.7,1.0
